nid,openchannels,capacity
7135,3,156742
7136,1,60000
7137,12,23307000
7138,2,2490279
7139,2,300000
7140,1,9220130
7141,30,147780715
7142,6,2046309
7143,0,0
7144,0,0
7145,9,22007477
7146,4,513806
7147,4,496622
7148,0,0
7149,6,3854648
7150,0,0
7151,0,0
7152,11,1078355
7153,0,0
7154,2,653023
7155,1,69734
7156,3,400000
7157,1,10000
7158,2,5104001
7159,0,0
7160,8,2507615
7161,0,0
7162,2,330000
7163,0,0
7164,1,100000
7165,0,0
7166,0,0
7167,66,277708503
7168,0,0
7169,1,5000
7170,87,328312590
7171,0,0
7172,0,0
7173,2,16970000
7174,10,10918706
7175,3,222200
7176,0,0
7177,2,820959
7178,0,0
7179,14,19149771
7180,0,0
7181,0,0
7182,7,1868813
7183,0,0
7184,4,1972230
7185,60,52128849
7186,14,27449634
7187,18,58166013
7188,41,4112580
7189,6,1491512
7190,2,256925
7191,6,7953501
7192,0,0
7193,1,100000
7194,0,0
7195,20,39470214
7196,1,30000
7197,3,247571
7198,1,250000
7199,2,21050
7200,0,0
7201,9,18200000
7202,1,500000
7203,9,7378706
7204,37,9274749
7205,0,0
7206,0,0
7207,0,0
7208,1,20000
7209,3,17123232
7210,0,0
7211,1,150000
7212,2,220000
7213,1,23516
7214,1,1000000
7215,2,60000
7216,2,70856
7217,0,0
7218,4,2377191
7219,24,24414417
7220,1,100000
7221,11,2529599
7222,0,0
7223,2,30000
7224,56,38702009
7225,5,384612
7226,1,60000
7227,1,50000
7228,1,45000
7229,1,2020000
7230,2,620000
7231,0,0
7232,3,1131337
7233,0,0
7234,0,0
7235,6,1321600
7236,0,0
7237,0,0
7238,20,27086294
7239,1,20000
7240,10,1933494
7241,9,572000
7242,0,0
7243,0,0
7244,0,0
7245,2,15000
7246,0,0
7247,0,0
7248,1,999079
7249,1,700000
7250,1,3000000
7251,0,0
7252,0,0
7253,0,0
7254,0,0
7255,1,2010000
7256,0,0
7257,7,1691683
7258,2,580528
7259,1,100000
7260,0,0
7261,1,25000
7262,2,753307
7263,0,0
7264,0,0
7265,0,0
7266,2,7222
7267,0,0
7268,19,9624380
7269,1,100000
7270,1,100000
7271,0,0
7272,1,45000
7273,0,0
7274,1,100000
7275,44,108783136
7276,9,13009151
7277,2,244487
7278,4,908419
7279,0,0
7280,453,6262514194
7281,44,19354358
7282,6,1905901
7283,0,0
7284,3,388938
7285,2,832869
7286,1,1190993
7287,39,71881280
7288,2,390000
7289,0,0
7290,12,11939924
7291,0,0
7292,0,0
7293,3,4700000
7294,1,100000
7295,0,0
7296,0,0
7297,1,278572
7298,0,0
7299,0,0
7300,1,1000000
7301,0,0
7302,1,1000000
7303,278,1919670506
7304,7,461908
7305,1,500000
7306,0,0
7307,5,3516881
7308,7,8097135
7309,1,100000
7310,0,0
7311,6,574175
7312,11,5746796
7313,2,1369683
7314,1,200000
7315,1,100000
7316,0,0
7317,6,27128355
7318,13,6349918
7319,1,233348
7320,0,0
7321,46,286103286
7322,1,262786
7323,3,220000
7324,1,957736
7325,44,273208348
7326,1,1000000
7327,0,0
7328,25,248870285
7329,0,0
7330,37,329563725
7331,3,205000
7332,0,0
7333,0,0
7334,0,0
7335,0,0
7336,1,40000
7337,3,500000
7338,6,23144185
7339,9,16650000
7340,0,0
7341,6,1850000
7342,1,116748
7343,1,60000
7344,11,16305545
7345,3,420532
7346,1,30000
7347,2,400000
7348,3,1000000
7349,0,0
7350,0,0
7351,3,1004831
7352,35,266489345
7353,7,87108860
7354,0,0
7355,1,900000
7356,4,3471408
7357,0,0
7358,0,0
7359,0,0
7360,0,0
7361,7,325600
7362,2,120000
7363,0,0
7364,0,0
7365,1,810810
7366,1,123000
7367,3,168509
7368,0,0
7369,0,0
7370,1,60000
7371,2,6000000
7372,0,0
7373,1,100000
7374,1,20000
7375,8,16676968
7376,6,2825474
7377,9,1234915
7378,1,173900
7379,1,50000
7380,16,7800000
7381,1,50000
7382,0,0
7383,10,12550000
7384,2,2284
7385,3,875284
7386,3,10800000
7387,11,14483732
7388,0,0
7389,5,500000
7390,1,1000000
7391,0,0
7392,1,26289
7393,0,0
7394,1,100000
7395,0,0
7396,14,6470000
7397,1,35000
7398,0,0
7399,5,5000000
7400,0,0
7401,100,111347457
7402,2,1333248
7403,0,0
7404,0,0
7405,7,2104385
7406,0,0
7407,2,4800000
7408,1,147284
7409,1,244634
7410,1,400000
7411,2,291072
7412,1,126191
7413,0,0
7414,0,0
7415,3,9500000
7416,2,1357513
7417,1,98561
7418,1,100000
7419,0,0
7420,0,0
7421,5,396030
7422,0,0
7423,1,1050
7424,1,500000
7425,6,736679
7426,1,150000
7427,1,100000
7428,1,100000
7429,0,0
7430,3,286430
7431,0,0
7432,0,0
7433,0,0
7434,3,1826163
7435,1,390000
7436,1,1000000
7437,2,550000
7438,0,0
7439,0,0
7440,8,16931893
7441,0,0
7442,0,0
7443,5,12115778
7444,1,100000
7445,2,21050
7446,3,913283
7447,3,572027
7448,2,120000
7449,4,1194435
7450,0,0
7451,0,0
7452,0,0
7453,4,746829
7454,0,0
7455,2,7500000
7456,7,10363295
7457,1,100000
7458,1,1000000
7459,3,836642
7460,0,0
7461,0,0
7462,14,36136233
7463,0,0
7464,0,0
7465,42,73669826
7466,14,93000
7467,1,180000
7468,1,1050
7469,8,566710
7470,20,34073682
7471,1,60000
7472,0,0
7473,1,180000
7474,0,0
7475,5,47811624
7476,0,0
7477,0,0
7478,2,58454
7479,4,417137
7480,1,1050
7481,6,600000
7482,3,2446057
7483,2,137784
7484,0,0
7485,8,6640000
7486,5,1250000
7487,33,2146100
7488,8,2531000
7489,13,25450
7490,1,3000000
7491,0,0
7492,1,997897
7493,3,7501968
7494,0,0
7495,0,0
7496,0,0
7497,0,0
7498,2,600000
7499,5,18300000
7500,3,352000
7501,1,60000
7502,1,60000
7503,1,337795
7504,27,915526
7505,1,50000
7506,1,100000
7507,2,209230
7508,0,0
7509,0,0
7510,0,0
7511,1,900000
7512,1,1000000
7513,0,0
7514,0,0
7515,2,904509
7516,0,0
7517,1,257000
7518,7,5833283
7519,1,1130384
7520,0,0
7521,77,120122752
7522,1,25000
7523,0,0
7524,0,0
7525,1,68000
7526,1,200000
7527,0,0
7528,10,5591337
7529,0,0
7530,4,2917844
7531,5,6840420
7532,0,0
7533,3,1500000
7534,0,0
7535,81,254516708
7536,0,0
7537,1,179320
7538,1,200000
7539,0,0
7540,1,200000
7541,0,0
7542,2,18000000
7543,0,0
7544,0,0
7545,3,300000
7546,0,0
7547,3,240000
7548,0,0
7549,0,0
7550,0,0
7551,6,1704640
7552,1,682052
7553,1,393384
7554,0,0
7555,3,241299
7556,0,0
7557,0,0
7558,0,0
7559,1,30000
7560,0,0
7561,1,3564035
7562,3,3992030
7563,0,0
7564,6,5860000
7565,129,159900
7566,3,269022
7567,4,19278000
7568,4,14889216
7569,0,0
7570,16,35560880
7571,1,5000000
7572,0,0
7573,3,1807963
7574,5,128200
7575,1,60000
7576,1,297978
7577,3,495000
7578,1,754387
7579,4,4031337
7580,0,0
7581,2,100000
7582,11,13907528
7583,0,0
7584,4,6995194
7585,3,4985002
7586,0,0
7587,3,6299952
7588,25,145523795
7589,0,0
7590,2,141060
7591,0,0
7592,0,0
7593,0,0
7594,4,660000
7595,0,0
7596,5,1980000
7597,10,8266489
7598,0,0
7599,1,200000
7600,0,0
7601,25,8121001
7602,5,5181327
7603,1,20000
7604,1,2000000
7605,1,9900
7606,2,650000
7607,1,500000
7608,11,4199958
7609,3,3000000
7610,4,2659171
7611,2,576375
7612,0,0
7613,1,100000
7614,1,100000
7615,3,12150
7616,0,0
7617,4,569435
7618,0,0
7619,2,2700000
7620,58,132937310
7621,0,0
7622,0,0
7623,14,164222
7624,3,397695
7625,2,961800
7626,48,421359303
7627,1,99000
7628,2,205000
7629,2,590000
7630,0,0
7631,5,12329999
7632,5,31000
7633,8,36818538
7634,1,25200
7635,0,0
7636,0,0
7637,1,35128
7638,0,0
7639,0,0
7640,0,0
7641,4,15808814
7642,10,105090144
7643,4,115731
7644,9,8156746
7645,1,80000
7646,1,100000
7647,14,25943496
7648,3,631337
7649,0,0
7650,0,0
7651,1,100000
7652,3,5527502
7653,1,100000
7654,1,20000
7655,3,596923
7656,8,17288118
7657,3,1600000
7658,12,24591896
7659,2,3100000
7660,4,22600
7661,1,800000
7662,2,1460000
7663,242,1704842170
7664,2,220000
7665,1,1000000
7666,0,0
7667,18,14762900
7668,0,0
7669,1,20000
7670,0,0
7671,1,600000
7672,1,20000
7673,1,60000
7674,0,0
7675,0,0
7676,0,0
7677,1,500000
7678,2,220000
7679,3,701050
7680,11,9019884
7681,2,793414
7682,0,0
7683,2,220000
7684,0,0
7685,0,0
7686,0,0
7687,0,0
7688,4,32600
7689,0,0
7690,4,1060000
7691,3,8980000
7692,1,90000
7693,0,0
7694,13,125033581
7695,1,403675
7696,0,0
7697,3,240000
7698,1,300000
7699,0,0
7700,8,9227100
7701,0,0
7702,3,462669
7703,2,15000
7704,4,1199259
7705,1,550000
7706,8,4045175
7707,1,60000
7708,2,11500000
7709,1,97545
7710,6,83500
7711,11,45555987
7712,4,5620000
7713,0,0
7714,0,0
7715,0,0
7716,0,0
7717,1,200000
7718,0,0
7719,0,0
7720,4,981982
7721,0,0
7722,1,3000
7723,0,0
7724,2,1000000
7725,0,0
7726,0,0
7727,0,0
7728,8,4958691
7729,10,804360
7730,2,360000
7731,0,0
7732,0,0
7733,13,26780361
7734,1,20000
7735,1,100000
7736,0,0
7737,0,0
7738,0,0
7739,0,0
7740,4,740793
7741,11,10169085
7742,0,0
7743,0,0
7744,2,302345
7745,5,854465
7746,16,2619007
7747,2,120000
7748,2,587875
7749,0,0
7750,0,0
7751,44,47172342
7752,4,3640459
7753,0,0
7754,1,2000
7755,2,230259
7756,1,141242
7757,2,102222
7758,2,2000000
7759,2,600000
7760,11,5521326
7761,0,0
7762,1,65278
7763,7,2531049
7764,1,89651
7765,0,0
7766,1,100000
7767,0,0
7768,3,10738697
7769,0,0
7770,2,2147140
7771,0,0
7772,0,0
7773,1,160000
7774,9,6495940
7775,1,20000
7776,11,12061754
7777,0,0
7778,1,100000
7779,3,443487
7780,1,100000
7781,0,0
7782,0,0
7783,0,0
7784,1,1000000
7785,1,67705
7786,52,91239927
7787,43,18047128
7788,0,0
7789,2,17217215
7790,4,8500000
7791,6,2093881
7792,5,489487
7793,0,0
7794,1,16777215
7795,48,179243265
7796,9,68902774
7797,2,10168405
7798,0,0
7799,0,0
7800,7,1555705
7801,4,1284961
7802,8,175000
7803,1,168000
7804,0,0
7805,37,9000737
7806,0,0
7807,0,0
7808,2,2416203
7809,0,0
7810,0,0
7811,3,111500
7812,0,0
7813,0,0
7814,1,1234
7815,5,2292497
7816,1,10000
7817,0,0
7818,6,2981134
7819,0,0
7820,0,0
7821,1,100000
7822,0,0
7823,1,2000000
7824,2,127169
7825,0,0
7826,3,20383156
7827,0,0
7828,3,13525179
7829,1,100000
7830,0,0
7831,2,51337
7832,1,1000000
7833,1,2000
7834,7,23000000
7835,4,357875
7836,0,0
7837,1,20000
7838,6,813663
7839,0,0
7840,18,64201296
7841,1,50000
7842,0,0
7843,0,0
7844,3,6968295
7845,2,96658
7846,1,200000
7847,0,0
7848,1,949272
7849,1,1088342
7850,1,100000
7851,3,115000
7852,3,1000000
7853,1,697945
7854,1,50000
7855,0,0
7856,6,13005389
7857,10,17260801
7858,0,0
7859,18,33597992
7860,1,1000000
7861,2,4000
7862,2,2520000
7863,0,0
7864,105,313914223
7865,0,0
7866,0,0
7867,19,23144995
7868,0,0
7869,3,196679
7870,4,8600
7871,1,30000
7872,2,516733
7873,2,40000
7874,2,4688520
7875,0,0
7876,0,0
7877,2,280708
7878,1,44499
7879,15,19187777
7880,0,0
7881,4,358256
7882,0,0
7883,1,100000
7884,7,5410000
7885,2,173844
7886,5,804622
7887,1,1000000
7888,0,0
7889,2,2434
7890,3,87751
7891,0,0
7892,1,384981
7893,0,0
7894,1,20000
7895,1,150000
7896,1,60000
7897,2,40000
7898,0,0
7899,1,599577
7900,0,0
7901,1,25000
7902,8,11210850
7903,0,0
7904,1,1500
7905,2,800000
7906,3,2107266
7907,3,326472
7908,11,9550000
7909,2,92649
7910,4,1192713
7911,18,280100
7912,0,0
7913,1,2000
7914,1,1000000
7915,1,100000
7916,2,80000
7917,11,17700000
7918,0,0
7919,0,0
7920,0,0
7921,1,718309
7922,0,0
7923,0,0
7924,7,1062912
7925,1,90000
7926,4,320000
7927,1,1234
7928,6,747829
7929,13,4553734
7930,1,100000
7931,5,28000000
7932,11,53109000
7933,60,196452934
7934,3,300000
7935,0,0
7936,2,5020000
7937,0,0
7938,0,0
7939,0,0
7940,2,597157
7941,0,0
7942,1,100000
7943,1,60000
7944,5,10470000
7945,1,1000000
7946,1,196901
7947,11,25318169
7948,1,80000
7949,0,0
7950,2,400000
7951,5,12860000
7952,4,237000
7953,0,0
7954,0,0
7955,6,170609
7956,5,3257323
7957,3,31234
7958,0,0
7959,2,16922013
7960,2,300000
7961,5,13990000
7962,1,100000
7963,0,0
7964,1,100000
7965,1,118952
7966,1,1037772
7967,1,2000000
7968,2,697119
7969,8,5022979
7970,3,487871
7971,5,1220000
7972,1,30000
7973,10,59465153
7974,5,24338
7975,0,0
7976,0,0
7977,5,2186922
7978,0,0
7979,2,9050000
7980,1,195000
7981,1,50000
7982,1,400000
7983,2,1877424
7984,2,290030
7985,4,795000
7986,2,15000
7987,0,0
7988,1,1000000
7989,2,70000
7990,5,10197969
7991,0,0
7992,0,0
7993,3,4753093
7994,0,0
7995,1,241402
7996,4,522593
7997,2,200000
7998,1,30000
7999,0,0
8000,4,2121582
8001,0,0
8002,1,25673
8003,19,67878072
8004,1,50000
8005,2,131337
8006,0,0
8007,1,214525
8008,17,16372420
8009,2,8020000
8010,0,0
8011,0,0
8012,49,8690375
8013,1,100000
8014,12,47834644
8015,1,3020000
8016,20,77000000
8017,9,20057215
8018,5,134000
8019,15,46928511
8020,1,100000
8021,274,2119728451
8022,1,20000
8023,1,250000
8024,0,0
8025,1,100000
8026,1,50000
8027,4,964027
8028,2,530000
8029,1,1000000
8030,1,499500
8031,1,200000
8032,0,0
8033,0,0
8034,0,0
8035,0,0
8036,0,0
8037,0,0
8038,7,6350000
8039,5,1062229
8040,3,600000
8041,1,100000
8042,6,6598644
8043,1,100000
8044,1,416305
8045,1,5000
8046,3,9000
8047,2,248900
8048,0,0
8049,88,293465222
8050,0,0
8051,0,0
8052,6,137333
8053,0,0
8054,1,150000
8055,6,522643
8056,0,0
8057,0,0
8058,3,140000
8059,0,0
8060,2,1250000
8061,2,770298
8062,3,296675
8063,2,100000
8064,3,121064
8065,35,76338404
8066,1,5000000
8067,2,21050
8068,0,0
8069,8,24565072
8070,7,620000
8071,12,9887938
8072,5,7757
8073,0,0
8074,0,0
8075,1,15814
8076,3,2412689
8077,0,0
8078,2,506843
8079,1,100000
8080,8,2925681
8081,0,0
8082,1,284350
8083,71,155831692
8084,1,100000
8085,0,0
8086,1,100000
8087,3,105287
8088,10,1395016
8089,0,0
8090,0,0
8091,0,0
8092,2,140000
8093,1,25000
8094,0,0
8095,1,1000000
8096,2,59600
8097,1,104640
8098,1,100000
8099,0,0
8100,1,10000
8101,23,33628411
8102,2,2031337
8103,5,8500000
8104,0,0
8105,0,0
8106,1,51996
8107,1,60000
8108,56,123003036
8109,0,0
8110,1,60000
8111,0,0
8112,0,0
8113,1,54195
8114,14,427100
8115,49,51272855
8116,2,197814
8117,4,593135
8118,2,210104
8119,14,1542370
8120,11,10388703
8121,1,100000
8122,0,0
8123,1,22222
8124,0,0
8125,0,0
8126,3,261337
8127,0,0
8128,1,400000
8129,0,0
8130,10,5348507
8131,1,60000
8132,6,17952342
8133,1,60000
8134,0,0
8135,4,4000000
8136,0,0
8137,0,0
8138,0,0
8139,0,0
8140,8,1110421
8141,2,22000
8142,1,70000
8143,0,0
8144,11,42200
8145,0,0
8146,90,304307991
8147,0,0
8148,1,50000
8149,12,10952134
8150,20,38147646
8151,0,0
8152,3,184936
8153,12,14187201
8154,23,115717412
8155,2,1992927
8156,0,0
8157,1,63002
8158,0,0
8159,2,1998157
8160,1,200000
8161,22,70312180
8162,0,0
8163,7,7493624
8164,0,0
8165,1,375460
8166,1,2000
8167,1,1000000
8168,3,5315000
8169,4,1333388
8170,1,258256
8171,2,4000000
8172,2,2284
8173,1,60000
8174,6,1146266
8175,12,13713597
8176,1,2000000
8177,1,100000
8178,1,60000
8179,2,10048
8180,13,12470693
8181,1,103274
8182,0,0
8183,0,0
8184,1,60000
8185,0,0
8186,0,0
8187,1,39477
8188,65,187641589
8189,1,50000
8190,1,93751
8191,12,3988063
8192,4,40100713
8193,26,47220703
8194,0,0
8195,0,0
8196,0,0
8197,5,10799950
8198,0,0
8199,2,245409
8200,9,1752871
8201,1,25000
8202,0,0
8203,2,150000
8204,1,2345
8205,1,220000
8206,0,0
8207,0,0
8208,2,40000
8209,14,26314680
8210,0,0
8211,32,35861647
8212,3,130000
8213,2,40000
8214,2,5538257
8215,0,0
8216,1,1000000
8217,39,48948090
8218,1,60000
8219,3,86153
8220,0,0
8221,0,0
8222,1,384542
8223,1,298027
8224,0,0
8225,1,50000
8226,0,0
8227,12,15832216
8228,15,3934689
8229,1,1400000
8230,0,0
8231,22,11470453
8232,20,27766640
8233,0,0
8234,0,0
8235,2,320000
8236,0,0
8237,12,51297873
8238,0,0
8239,5,50651645
8240,1,50000
8241,5,3900000
8242,0,0
8243,2,5134922
8244,1,90000
8245,1,100000
8246,0,0
8247,0,0
8248,1,100000
8249,1,100000
8250,1,126310
8251,1,100000
8252,1,16777215
8253,0,0
8254,4,1734000
8255,2,6000000
8256,6,1347237
8257,3,266629
8258,0,0
8259,1,100000
8260,1,5000000
8261,3,1260000
8262,1,90000
8263,0,0
8264,1,2000000
8265,0,0
8266,2,61317
8267,2,529848
8268,0,0
8269,2,20000
8270,0,0
8271,5,172292
8272,0,0
8273,0,0
8274,2,350000
8275,0,0
8276,1,60000
8277,1,50000
8278,0,0
8279,4,2074109
8280,2,600000
8281,0,0
8282,4,1515036
8283,0,0
8284,3,4669970
8285,36,34511652
8286,0,0
8287,0,0
8288,3,650000
8289,2,95830
8290,3,1200000
8291,7,12157476
8292,1,100000
8293,9,12683649
8294,0,0
8295,0,0
8296,1,100000
8297,3,1057409
8298,2,120000
8299,0,0
8300,0,0
8301,1,200000
8302,2,16151492
8303,1,64566
8304,0,0
8305,0,0
8306,1,100000
8307,0,0
8308,4,155134
8309,1,60000
8310,1,134707
8311,2,25000
8312,1,38466
8313,1,10000
8314,0,0
8315,0,0
8316,0,0
8317,22,13406969
8318,2,1040000
8319,0,0
8320,3,587341
8321,2,300000
8322,5,1076930
8323,6,1761724
8324,23,7471688
8325,5,225000
8326,1,218015
8327,5,5206856
8328,1,50000
8329,0,0
8330,6,380000
8331,25,16075000
8332,0,0
8333,3,587228
8334,6,10869390
8335,2,53819
8336,1,20000
8337,1,20000
8338,2,1500000
8339,4,10000
8340,1,1234
8341,2,21000000
8342,34,82448062
8343,2,21050
8344,1,10000
8345,6,10523021
8346,8,14846600
8347,5,5695337
8348,1,211771
8349,1,100000
8350,0,0
8351,0,0
8352,0,0
8353,16,1545000
8354,27,36530340
8355,1,62000
8356,5,9930905
8357,6,2549474
8358,1,150000
8359,14,94697473
8360,2,108675
8361,6,7650000
8362,0,0
8363,0,0
8364,4,1400000
8365,2,800000
8366,0,0
8367,0,0
8368,52,205231015
8369,0,0
8370,2,200000
8371,0,0
8372,0,0
8373,0,0
8374,11,723871
8375,2,411440
8376,8,1500000
8377,1,100000
8378,0,0
8379,0,0
8380,0,0
8381,1,100000
8382,4,400000
8383,2,30000
8384,2,118127
8385,0,0
8386,1,50000
8387,1,200000
8388,0,0
8389,1,169000
8390,0,0
8391,1,60000
8392,0,0
8393,3,201000
8394,0,0
8395,5,900000
8396,5,6484012
8397,1,973039
8398,2,66412
8399,1,2000
8400,1,100000
8401,0,0
8402,0,0
8403,1,20000
8404,0,0
8405,9,950000
8406,7,923484
8407,0,0
8408,6,571071
8409,0,0
8410,0,0
8411,0,0
8412,2,6620185
8413,0,0
8414,1,1000000
8415,1,40000
8416,1,101226
8417,4,37767756
8418,1,100000
8419,1,10000
8420,3,10285367
8421,1,200000
8422,0,0
8423,52,139339700
8424,0,0
8425,2,63968
8426,1,2000
8427,43,3194763
8428,1,30000
8429,0,0
8430,0,0
8431,29,38167355
8432,4,47000
8433,0,0
8434,29,10555523
8435,23,6125670
8436,0,0
8437,0,0
8438,5,5251331
8439,1,40000
8440,25,37636033
8441,0,0
8442,3,744466
8443,0,0
8444,1,5000000
8445,5,120000
8446,1,296784
8447,1,1000000
8448,0,0
8449,2,150001
8450,16,16378366
8451,0,0
8452,1,525543
8453,2,995806
8454,1,5000
8455,5,385000
8456,1,550000
8457,1,600000
8458,1,5000000
8459,0,0
8460,26,20001383
8461,2,3040000
8462,0,0
8463,0,0
8464,0,0
8465,0,0
8466,3,1489137
8467,0,0
8468,3,6638831
8469,1,100000
8470,1,100000
8471,0,0
8472,12,4217843
8473,0,0
8474,1,40000
8475,2,200000
8476,1,250000
8477,1,200000
8478,3,1096626
8479,1,389364
8480,0,0
8481,2,1800000
8482,0,0
8483,3,4600
8484,1,100000
8485,1,5000
8486,0,0
8487,8,5325000
8488,15,14620000
8489,0,0
8490,1,388515
8491,6,7487493
8492,0,0
8493,1,100000
8494,1,70000
8495,0,0
8496,1,100000
8497,67,75748068
8498,2,202345
8499,0,0
8500,1,750000
8501,0,0
8502,7,5982487
8503,0,0
8504,1,20555
8505,0,0
8506,0,0
8507,1,800000
8508,1,60000
8509,9,3281337
8510,1,1121308
8511,1,100000
8512,5,1180000
8513,1,50000
8514,3,675455
8515,1,100000
8516,1,440000
8517,2,1096670
8518,8,12259584
8519,0,0
8520,1,750000
8521,1,3433346
8522,16,84035769
8523,0,0
8524,8,10771195
8525,1,3000000
8526,2,263743
8527,1,25000
8528,1,80000
8529,133,224189993
8530,1,100000
8531,3,156409
8532,1,21521
8533,0,0
8534,4,391337
8535,1,100000
8536,1,100000
8537,0,0
8538,0,0
8539,1,1000000
8540,3,430000
8541,0,0
8542,0,0
8543,1,5000
8544,0,0
8545,0,0
8546,2,1548056
8547,0,0
8548,0,0
8549,0,0
8550,0,0
8551,6,2232000
8552,4,2079996
8553,1,250000
8554,0,0
8555,73,409479381
8556,0,0
8557,20,35035859
8558,5,5616364
8559,24,3424143
8560,14,26677141
8561,1,2000000
8562,3,16897215
8563,3,263553
8564,1,90000
8565,0,0
8566,0,0
8567,0,0
8568,3,1275000
8569,0,0
8570,7,971454
8571,0,0
8572,1,1600000
8573,1,100000
8574,0,0
8575,1,90000
8576,1,60000
8577,7,641646
8578,3,591328
8579,1,85646
8580,7,37179386
8581,23,18044519
8582,1,5000
8583,1,1597850
8584,11,23340001
8585,3,150000
8586,0,0
8587,1,100000
8588,5,2597208
8589,13,37106897
8590,3,3100000
8591,1,60000
8592,18,12358460
8593,0,0
8594,1,5000000
8595,0,0
8596,5,8836177
8597,1,200000
8598,0,0
8599,2,120000
8600,2,5175159
8601,1,600000
8602,3,1216002
8603,3,5298329
8604,0,0
8605,0,0
8606,5,321573
8607,43,123800000
8608,0,0
8609,1,100000
8610,1,1000000
8611,11,6066683
8612,1,60000
8613,1,40000
8614,2,281337
8615,1,1800000
8616,1,1000000
8617,0,0
8618,0,0
8619,0,0
8620,4,40000
8621,0,0
8622,0,0
8623,0,0
8624,4,3273275
8625,0,0
8626,1,100000
8627,14,31296562
8628,4,1270027
8629,0,0
8630,0,0
8631,0,0
8632,17,45560854
8633,1,40000
8634,0,0
8635,1,100000
8636,2,850000
8637,2,400000
8638,3,3105732
8639,1,250000
8640,0,0
8641,1,60000
8642,2,1333998
8643,45,452500
8644,1,1500000
8645,0,0
8646,3,2571927
8647,0,0
8648,0,0
8649,0,0
8650,0,0
8651,11,593695
8652,0,0
8653,0,0
8654,0,0
8655,1,20000
8656,0,0
8657,1,2600000
8658,0,0
8659,9,36000
8660,14,119322
8661,1,100000
8662,2,200000
8663,5,1959221
8664,2,3234
8665,1,62978
8666,1,250000
8667,1,246467
8668,1,56633
8669,6,455984
8670,0,0
8671,0,0
8672,1,300000
8673,8,30000000
8674,0,0
8675,1,100000
8676,0,0
8677,4,290938
8678,1,433883
8679,0,0
8680,2,6037895
8681,1,100000
8682,0,0
8683,1,200000
8684,11,283783
8685,1,1000000
8686,4,8709981
8687,10,3623378
8688,0,0
8689,3,300000
8690,4,7689141
8691,0,0
8692,30,529783855
8693,3,255867
8694,3,231670
8695,1,100000
8696,2,16817215
8697,1,58603
8698,0,0
8699,0,0
8700,0,0
8701,8,16637357
8702,1,605488
8703,1,1000000
8704,7,222255
8705,6,24000
8706,1,100000
8707,0,0
8708,5,170000
8709,2,467400
8710,2,2406870
8711,12,1378663
8712,13,4357400
8713,2,1280394
8714,3,366147
8715,24,61030682
8716,0,0
8717,1,236863
8718,0,0
8719,0,0
8720,1,86598
8721,1,2000000
8722,0,0
8723,0,0
8724,0,0
8725,0,0
8726,3,1200000
8727,1,102965
8728,4,1993976
8729,0,0
8730,2,120000
8731,9,8041319
8732,0,0
8733,134,307629400
8734,0,0
8735,0,0
8736,1,100000
8737,0,0
8738,5,513005
8739,2,46777215
8740,0,0
8741,0,0
8742,3,30000
8743,0,0
8744,1,30000
8745,1,54757
8746,0,0
8747,3,90000
8748,7,170000
8749,1,25112
8750,0,0
8751,49,514721409
8752,0,0
8753,0,0
8754,1,17897
8755,6,870248
8756,0,0
8757,3,986138
8758,1,323066
8759,0,0
8760,0,0
8761,2,331157
8762,4,470869
8763,0,0
8764,1,5000000
8765,0,0
8766,0,0
8767,0,0
8768,1,1000000
8769,0,0
8770,5,1001063
8771,38,60383180
8772,0,0
8773,3,6135000
8774,0,0
8775,17,85111218
8776,5,720000
8777,2,990000
8778,7,4780000
8779,1,100000
8780,0,0
8781,97,28001760
8782,2,200000
8783,0,0
8784,1,24000
8785,1,100000
8786,5,940163
8787,0,0
8788,2,400000
8789,1,1000000
8790,1,1000000
8791,1,20000
8792,0,0
8793,0,0
8794,12,11755559
8795,0,0
8796,23,44957044
8797,1,500000
8798,4,1184339
8799,1,25000
8800,15,12365312
8801,0,0
8802,1,100000
8803,0,0
8804,5,2080141
8805,1,100000
8806,0,0
8807,3,3000000
8808,0,0
8809,7,1392783
8810,3,637892
8811,15,4910000
8812,0,0
8813,1,25000
8814,3,286618
8815,0,0
8816,2,48200
8817,0,0
8818,0,0
8819,2,200000
8820,0,0
8821,2,58051
8822,7,881288
8823,3,3600
8824,6,28927442
8825,0,0
8826,4,1736438
8827,38,125175222
8828,4,2900000
8829,1,93585
8830,0,0
8831,9,155200
8832,14,10977715
8833,1,100000
8834,0,0
8835,0,0
8836,4,238479
8837,0,0
8838,10,5557552
8839,3,830007
8840,0,0
8841,1,100000
8842,1,100000
8843,0,0
8844,5,6080000
8845,0,0
8846,1,200000
8847,0,0
8848,1,2632563
8849,1,60000
8850,1,6436987
8851,8,19356948
8852,0,0
8853,50,69788941
8854,2,200000
8855,0,0
8856,3,1298359
8857,2,90252
8858,7,70000000
8859,0,0
8860,1,100000
8861,8,1506977
8862,1,50000
8863,21,12020867
8864,7,1890365
8865,6,2652229
8866,8,12979120
8867,1,500000
8868,0,0
8869,6,4751371
8870,0,0
8871,2,6700
8872,4,13328028
8873,2,22000
8874,1,593276
8875,1,100000
8876,1,67538
8877,0,0
8878,2,1379712
8879,0,0
8880,3,268004
8881,1,120000
8882,3,532614
8883,0,0
8884,26,4383779
8885,1,900000
8886,1,47729
8887,2,5038500
8888,1,32393
8889,1,500000
8890,0,0
